CO2,VOC,RH,TEM,PM25,TIME
943,0,59.6,23.9,14,1640664561
949,0,59.6,23.9,15,1640664613
962,0,59.6,23.9,15,1640664664
963,0,59.5,23.9,14,1640664715
966,0,59.4,23.9,15,1640664816
961,0,59.3,23.9,15,1640664867
942,0,59.1,23.9,15,1640664918
902,0,58.7,24.0,15,1640665071
918,0,58.7,24.0,15,1640665174
913,0,58.5,24.0,15,1640665225
901,0,58.4,24.0,15,1640665276
907,0,58.4,24.0,15,1640665327
903,0,58.4,24.0,15,1640665378
909,0,58.4,24.0,15,1640665428
912,0,58.5,24.0,15,1640665479
901,0,58.4,24.0,15,1640665581
894,0,58.3,24.0,15,1640665633
887,0,58.3,24.0,15,1640665684
886,0,58.2,24.1,15,1640665735
885,0,58.2,24.0,14,1640665785
900,0,58.3,24.0,15,1640665837
894,0,58.2,24.1,14,1640665887
899,0,58.2,24.0,15,1640665939
892,0,58.2,24.0,14,1640665989
888,0,58.2,24.1,14,1640666040
895,0,58.2,24.1,15,1640666091
894,0,58.2,24.0,15,1640666142
884,0,58.2,24.0,15,1640666193
886,0,58.1,24.0,14,1640666253
883,0,58.1,24.1,14,1640666304
870,0,58.1,24.0,14,1640666355
855,0,58.0,24.0,15,1640666459
848,0,58.0,24.0,15,1640666510
865,0,58.1,24.0,15,1640666560
865,0,58.2,24.0,15,1640666612
866,0,58.3,24.0,15,1640666719
864,0,58.4,24.0,14,1640666770
863,0,58.3,24.0,15,1640666823
844,0,58.2,24.0,15,1640666874
833,0,58.0,24.0,15,1640666976
829,0,58.3,23.9,15,1640667078
823,0,58.4,23.9,15,1640667180
830,0,58.4,23.9,15,1640667282
813,0,58.3,23.9,15,1640667384
826,0,58.3,23.9,15,1640667485
815,0,58.7,23.9,14,1640667587
819,0,58.7,23.9,14,1640667638
819,0,58.8,23.9,14,1640667689
829,0,58.8,23.9,15,1640667740
830,0,58.8,23.9,14,1640667842
813,0,58.9,23.9,14,1640667896
820,0,58.9,23.9,15,1640667947
816,0,58.9,23.9,13,1640667998
808,0,58.9,23.9,15,1640668151
828,0,59.3,23.9,14,1640668252
808,0,58.8,23.9,15,1640668355
822,0,58.8,24.0,15,1640668406
799,0,58.7,23.9,16,1640668507
807,0,58.6,23.9,15,1640668610
811,0,58.8,23.9,15,1640668661
808,0,58.8,23.9,15,1640668712
813,0,58.9,23.9,14,1640668763
814,0,59.0,23.9,14,1640668814
797,0,58.9,23.9,14,1640668865
805,0,58.8,23.9,15,1640668967
779,0,58.6,23.9,15,1640669018
783,0,58.5,23.9,16,1640669069
768,0,58.7,23.9,15,1640669120
782,0,58.6,23.9,15,1640669426
772,0,58.5,23.9,15,1640669482
760,0,58.4,23.9,15,1640669533
745,0,58.6,24.0,14,1640669635
750,0,58.6,23.9,15,1640669686
763,0,58.5,23.9,15,1640669737
762,0,58.5,23.9,15,1640669788
779,0,58.5,24.0,15,1640669941
757,0,58.4,24.0,15,1640670043
744,0,58.3,23.9,16,1640670144
742,0,58.2,24.0,15,1640670195
744,0,58.2,24.0,15,1640670246
739,0,58.2,24.0,15,1640670348
748,0,58.1,24.0,16,1640670450
764,0,58.1,24.0,15,1640670501
763,0,58.1,24.0,16,1640670552
756,0,58.1,23.9,16,1640670603
756,0,58.1,24.0,17,1640670654
764,0,58.1,24.0,16,1640670705
746,0,58.0,24.0,15,1640670756
752,0,58.2,24.0,16,1640670816
764,0,58.1,24.0,17,1640670918
773,0,58.1,24.0,17,1640671020
761,0,58.2,24.0,17,1640671071
771,0,58.2,24.0,17,1640671122
788,0,58.2,24.0,17,1640671173
783,0,58.2,24.0,18,1640671224
780,0,58.2,23.9,17,1640671275
782,0,58.4,23.9,16,1640671377
769,0,58.4,23.9,17,1640671428
799,0,58.4,23.9,18,1640671530
775,0,58.5,23.9,18,1640671585
781,0,58.6,23.9,17,1640671636
777,0,58.6,23.9,18,1640671738
806,0,58.7,23.9,18,1640671788
801,0,58.6,23.9,19,1640671839
796,0,58.6,23.9,18,1640671890
796,0,58.7,23.9,18,1640671941
813,0,58.6,23.9,18,1640671992
814,0,58.7,23.9,18,1640672043
818,0,58.6,23.9,18,1640672094
808,0,58.6,23.9,18,1640672144
819,0,58.7,23.9,19,1640672195
835,0,58.7,23.9,18,1640672246
818,0,58.7,23.9,18,1640672297
847,0,58.7,23.9,18,1640672399
834,0,58.7,23.9,18,1640672450
829,0,58.7,23.9,19,1640672506
825,0,58.6,23.9,18,1640672557
824,0,58.7,23.9,19,1640672614
850,0,58.9,23.9,19,1640672715
849,0,58.8,23.8,20,1640672868
842,0,58.8,23.8,20,1640672919
850,0,58.7,23.9,20,1640672970
834,0,58.7,23.9,19,1640673021
843,0,58.7,23.9,19,1640673072
844,0,58.8,23.9,19,1640673123
832,0,59.0,23.8,19,1640673174
857,0,59.0,23.8,19,1640673225
846,0,58.9,23.9,19,1640673276
845,0,58.9,23.9,20,1640673327
859,0,58.9,23.9,20,1640673378
872,0,58.9,23.9,19,1640673429
873,0,58.9,23.8,19,1640673480
872,0,59.0,23.9,20,1640673533
862,0,59.0,23.8,19,1640673584
865,0,59.1,23.8,19,1640673634
863,0,59.1,23.8,19,1640673736
861,0,59.1,23.9,19,1640673787
851,0,59.0,23.8,19,1640673846
870,0,59.2,23.8,19,1640673948
859,0,59.0,23.8,19,1640673999
864,0,59.0,23.9,18,1640674103
865,0,59.0,23.9,18,1640674205
870,0,59.0,23.9,19,1640674256
878,0,59.0,23.9,19,1640674307
887,0,59.1,23.9,20,1640674359
903,0,59.1,23.9,20,1640674410
885,0,59.2,23.9,19,1640674460
890,0,59.4,23.9,19,1640674511
892,0,59.3,23.9,20,1640674562
884,0,59.3,23.9,20,1640674613
892,0,59.4,23.9,20,1640674664
890,0,59.6,23.9,19,1640674715
902,0,59.6,23.9,19,1640674766
910,0,59.7,23.9,20,1640674817
910,0,59.8,23.9,20,1640674870
908,0,59.8,23.8,22,1640674921
923,0,60.0,23.9,20,1640674972
926,0,60.0,23.8,20,1640675025
918,0,59.9,23.8,21,1640675126
941,0,60.0,23.8,20,1640675228
922,0,60.0,23.8,21,1640675280
923,0,60.0,23.8,21,1640675331
905,0,60.0,23.8,22,1640675382
915,0,60.0,23.9,22,1640675433
919,0,60.2,23.8,22,1640675484
918,0,60.2,23.8,21,1640675538
899,0,60.1,23.8,22,1640675640
905,0,60.2,23.8,22,1640675691
908,0,60.2,23.8,22,1640675741
928,0,60.2,23.8,22,1640675792
927,0,60.3,23.8,22,1640675843
916,0,60.2,23.8,23,1640675894
937,0,60.3,23.8,23,1640675945
929,0,60.3,23.9,23,1640675996
940,0,60.4,23.8,23,1640676047
944,0,60.5,23.8,22,1640676098
958,0,60.4,23.9,23,1640676149
949,0,60.3,23.9,24,1640676199
917,0,60.2,23.9,23,1640676250
925,0,60.3,23.9,24,1640676301
913,0,60.1,23.9,23,1640676354
913,0,60.1,23.9,22,1640676406
925,0,60.1,23.9,23,1640676457
902,0,60.0,23.9,22,1640676508
913,0,60.0,23.9,22,1640676559
910,0,60.0,23.9,22,1640676625
916,0,60.0,23.9,21,1640676678
922,0,60.0,24.0,21,1640676728
928,0,59.9,24.0,21,1640676779
926,0,60.0,24.0,21,1640676831
924,0,60.0,24.0,21,1640676882
922,0,59.9,24.0,22,1640676933
919,0,59.9,24.0,21,1640676984
918,0,59.8,24.0,22,1640677035
918,0,59.8,24.0,23,1640677086
901,0,59.7,24.0,22,1640677137
927,0,59.6,24.0,22,1640677188
923,0,59.6,24.0,23,1640677239
943,0,59.5,24.0,23,1640677341
953,0,59.5,24.1,22,1640677442
932,0,59.5,24.1,23,1640677493
927,0,59.5,24.0,22,1640677545
923,0,59.5,24.0,22,1640677599
916,0,59.4,24.0,22,1640677650
918,0,59.5,24.0,22,1640677701
917,0,59.5,24.0,23,1640677752
920,0,59.5,24.0,22,1640677803
926,0,59.5,24.1,23,1640677853
927,0,59.5,24.0,23,1640677904
927,0,59.5,24.1,23,1640677955
931,0,59.5,24.0,23,1640678006
924,0,59.5,24.0,23,1640678057
937,0,59.5,24.0,23,1640678108
935,0,59.5,24.1,23,1640678159
930,0,59.4,24.0,23,1640678211
931,0,59.5,24.1,24,1640678262
918,0,59.4,24.1,24,1640678313
919,0,59.4,24.0,24,1640678364
932,0,59.4,24.1,23,1640678415
915,0,59.3,24.1,24,1640678466
910,0,59.3,24.0,23,1640678516
929,0,59.3,24.0,24,1640678567
916,0,59.3,24.0,23,1640678618
928,0,59.3,24.0,24,1640678669
925,0,59.3,24.1,24,1640678720
925,0,59.3,24.0,24,1640678771
917,0,59.4,24.0,25,1640678822
910,0,59.5,24.0,24,1640678873
907,0,59.5,24.0,24,1640678924
893,0,59.5,24.0,24,1640678975
897,0,59.5,24.0,24,1640679026
935,0,59.7,24.0,25,1640679077
995,0,59.8,24.0,25,1640679128
993,0,60.0,24.0,25,1640679179
998,0,60.1,24.0,24,1640679230
989,0,60.1,24.0,25,1640679281
958,0,60.2,24.0,26,1640679332
967,0,60.4,24.0,25,1640679383
994,0,60.5,23.9,25,1640679434
15,0,60.6,23.9,24,1640679485
15,0,60.5,24.0,25,1640679535
0,0,60.5,24.0,25,1640679586
7,0,60.7,23.9,26,1640679637
15,0,60.8,23.9,26,1640679688
20,0,60.9,23.9,25,1640679739
31,0,61.0,23.9,25,1640679790
48,0,61.1,23.9,26,1640679841
61,0,61.1,23.9,25,1640679892
61,0,61.2,23.9,24,1640679943
58,0,61.2,23.9,25,1640679994
54,0,61.2,23.9,25,1640680044
47,0,61.2,23.9,26,1640680095
34,0,61.1,23.9,26,1640680146
26,0,61.1,23.9,26,1640680197
6,0,61.0,23.9,26,1640680248
987,0,60.9,23.9,28,1640680299
984,0,60.9,23.9,26,1640680350
997,0,60.9,23.9,27,1640680401
987,0,60.7,23.9,27,1640680452
982,0,60.6,23.9,28,1640680503
944,0,60.5,23.9,28,1640680554
954,0,60.6,23.9,28,1640680605
939,0,60.3,23.9,28,1640680655
927,0,60.4,23.9,28,1640680708
924,0,60.3,23.9,28,1640680758
915,0,60.2,23.9,28,1640680809
901,0,60.1,23.9,28,1640680860
896,0,60.2,23.9,28,1640680911
899,0,60.2,23.9,28,1640680962
891,0,60.1,23.9,28,1640681013
879,0,60.1,23.9,29,1640681064
862,0,60.0,23.9,30,1640681115
854,0,60.0,23.9,30,1640681166
844,0,59.9,23.9,28,1640681217
837,0,59.9,23.9,28,1640681268
852,1,60.2,23.9,29,1640681319
846,1,60.3,23.9,28,1640681369
844,1,60.3,23.9,28,1640681421
841,1,60.3,23.9,29,1640681471
826,1,60.3,23.9,28,1640681522
818,0,60.3,23.9,29,1640681573
807,0,60.2,23.9,29,1640681624
824,0,60.2,23.9,28,1640681675
821,0,60.2,23.9,28,1640681726
820,0,60.1,23.9,29,1640681777
809,0,60.1,23.9,30,1640681828
826,0,60.1,23.9,29,1640681879
831,0,60.1,23.9,28,1640681929
826,0,60.1,23.9,28,1640681980
825,0,60.0,23.9,29,1640682032
820,0,60.2,23.9,28,1640682083
835,0,60.2,23.9,28,1640682134
824,0,60.1,23.9,28,1640682185
833,0,60.1,23.9,28,1640682238
818,0,60.0,23.9,28,1640682289
811,0,60.0,23.9,28,1640682340
790,0,59.9,23.9,28,1640682391
793,0,60.0,23.9,27,1640682441
793,0,59.9,23.9,28,1640682492
794,0,59.9,23.9,28,1640682543
790,0,59.7,23.9,28,1640682594
782,0,59.8,23.9,28,1640682645
784,0,59.9,23.9,28,1640682696
786,0,59.7,23.9,28,1640682747
779,0,59.8,23.9,28,1640682798
786,0,59.8,23.9,28,1640682849
770,0,59.6,23.9,28,1640682900
775,0,59.6,23.9,27,1640682951
771,0,59.5,23.9,27,1640683002
742,0,59.4,23.9,28,1640683052
720,0,59.3,23.9,28,1640683103
707,0,59.2,23.9,27,1640683154
704,0,59.3,23.9,27,1640683205
716,0,59.3,23.8,27,1640683256
716,0,59.3,23.8,29,1640683307
716,0,59.3,23.8,28,1640683359
707,0,59.3,23.8,27,1640683410
699,0,59.3,23.8,28,1640683461
715,0,59.3,23.8,28,1640683512
723,0,59.4,23.8,27,1640683563
730,0,59.4,23.8,26,1640683614
733,0,59.5,23.8,26,1640683665
750,0,59.6,23.8,26,1640683716
746,0,59.5,23.8,27,1640683766
729,0,59.4,23.8,27,1640683817
727,0,59.4,23.8,27,1640683868
716,0,59.4,23.8,27,1640683919
704,0,59.3,23.8,27,1640683971
725,0,59.4,23.8,28,1640684022
734,0,59.5,23.8,27,1640684073
728,0,59.4,23.8,27,1640684124
732,0,59.5,23.8,28,1640684174
731,0,59.5,23.8,27,1640684225
694,0,59.4,23.8,27,1640684276
676,0,59.3,23.8,28,1640684327
663,0,59.6,23.8,27,1640684378
647,0,59.9,23.8,28,1640684430
657,0,60.0,23.8,28,1640684481
703,0,60.2,23.8,27,1640684532
694,0,60.3,23.8,27,1640684583
684,0,60.4,23.8,27,1640684634
662,0,60.5,23.8,26,1640684685
659,0,60.5,23.8,27,1640684736
654,0,60.4,23.8,28,1640684787
653,0,60.3,23.8,27,1640684838
645,0,60.2,23.8,27,1640684889
654,0,60.2,23.8,27,1640684939
649,0,60.2,23.7,27,1640684990
662,0,60.2,23.7,27,1640685041
656,0,60.2,23.7,27,1640685092
652,0,60.2,23.7,26,1640685143
665,0,60.2,23.7,27,1640685194
651,0,60.2,23.7,27,1640685245
645,0,60.1,23.7,27,1640685296
661,0,60.1,23.7,27,1640685346
648,0,60.0,23.7,27,1640685397
638,0,59.8,23.7,28,1640685448
679,0,59.8,23.7,27,1640685499
661,0,59.8,23.7,26,1640685550
660,0,59.8,23.7,27,1640685601
661,0,59.8,23.7,27,1640685652
647,0,59.7,23.7,26,1640685704
642,0,59.8,23.7,27,1640685755
646,0,59.8,23.7,27,1640685807
638,0,59.7,23.7,26,1640685858
632,0,59.6,23.7,26,1640685909
642,0,59.7,23.7,26,1640685960
646,0,59.7,23.7,27,1640686011
648,0,59.7,23.7,27,1640686062
653,0,59.7,23.7,28,1640686113
653,0,59.6,23.7,27,1640686164
649,0,59.7,23.7,27,1640686216
648,0,59.6,23.7,27,1640686267
644,0,59.6,23.7,26,1640686317
642,0,59.5,23.7,27,1640686368
636,0,59.5,23.7,26,1640686419
622,0,59.5,23.6,26,1640686470
613,0,59.4,23.7,27,1640686521
613,0,59.4,23.7,26,1640686572
607,0,59.4,23.7,27,1640686623
612,0,59.4,23.7,26,1640686674
619,0,59.4,23.7,27,1640686726
616,0,59.4,23.7,27,1640686776
608,0,59.3,23.7,26,1640686827
609,0,59.3,23.6,26,1640686879
609,0,59.3,23.7,26,1640686930
610,0,59.3,23.6,27,1640686981
607,0,59.3,23.6,27,1640687032
607,0,59.3,23.7,26,1640687083
618,0,59.3,23.6,28,1640687134
619,0,59.3,23.7,27,1640687185
621,0,59.3,23.6,26,1640687236
622,0,59.4,23.6,26,1640687287
617,0,59.4,23.7,26,1640687338
623,0,59.4,23.6,25,1640687389
618,0,59.5,23.6,26,1640687440
640,0,59.5,23.6,26,1640687491
639,0,59.5,23.7,25,1640687542
628,0,59.5,23.6,25,1640687593
630,0,59.4,23.6,26,1640687644
623,0,59.3,23.6,27,1640687694
620,0,59.4,23.6,26,1640687745
611,0,59.4,23.6,26,1640687796
617,0,59.3,23.6,26,1640687848
614,0,59.3,23.6,27,1640687900
605,0,59.3,23.6,26,1640687951
591,0,59.2,23.6,26,1640688003
595,0,59.2,23.6,26,1640688053
594,0,59.2,23.6,27,1640688104
604,0,59.2,23.6,27,1640688155
597,0,59.2,23.6,27,1640688207
595,0,59.2,23.6,26,1640688258
594,0,59.2,23.6,26,1640688309
599,0,59.2,23.6,26,1640688360
600,0,59.2,23.6,27,1640688411
586,0,59.2,23.6,27,1640688462
583,0,59.2,23.6,27,1640688513
581,0,59.1,23.6,27,1640688564
577,0,59.1,23.6,27,1640688615
575,0,59.0,23.6,26,1640688666
583,0,59.1,23.6,26,1640688716
595,0,59.2,23.6,26,1640688767
598,0,59.1,23.7,27,1640688818
588,0,59.2,23.6,26,1640688869
590,0,59.2,23.6,26,1640688920
594,0,59.2,23.6,26,1640688971
598,0,59.2,23.6,26,1640689022
609,0,59.3,23.6,26,1640689072
597,0,59.3,23.6,25,1640689123
594,0,59.2,23.6,26,1640689174
594,0,59.2,23.6,26,1640689225
600,0,59.3,23.6,26,1640689276
607,0,59.3,23.6,26,1640689328
606,0,59.3,23.6,25,1640689379
602,0,59.3,23.6,26,1640689430
605,0,59.3,23.6,25,1640689481
616,0,59.3,23.6,25,1640689531
603,0,59.3,23.6,26,1640689582
616,0,59.4,23.6,25,1640689633
609,0,59.4,23.6,25,1640689684
603,0,59.5,23.6,25,1640689735
612,0,59.5,23.6,25,1640689786
600,0,59.5,23.6,24,1640689837
599,0,59.5,23.6,24,1640689887
616,0,59.6,23.7,24,1640689938
614,0,59.6,23.6,24,1640689989
616,0,59.6,23.6,24,1640690040
603,0,59.6,23.6,24,1640690091
595,0,59.5,23.6,24,1640690142
593,0,59.5,23.6,25,1640690194
595,0,59.5,23.6,25,1640690245
584,0,59.4,23.6,24,1640690296
581,0,59.3,23.6,26,1640690346
576,0,59.3,23.6,24,1640690397
574,0,59.4,23.6,25,1640690448
594,0,59.5,23.6,24,1640690499
606,0,59.6,23.6,24,1640690550
605,0,59.6,23.6,25,1640690601
602,0,59.5,23.6,25,1640690652
593,0,59.5,23.6,24,1640690703
598,0,59.6,23.6,25,1640690754
601,0,59.6,23.6,24,1640690805
593,0,59.5,23.6,24,1640690856
583,0,59.4,23.6,23,1640690907
572,0,59.3,23.6,24,1640690958
555,0,59.3,23.6,23,1640691008
556,0,59.2,23.7,24,1640691059
547,0,59.2,23.6,24,1640691110
552,0,59.1,23.7,22,1640691161
560,0,59.1,23.7,24,1640691212
551,0,59.1,23.7,23,1640691263
551,0,59.0,23.7,23,1640691315
551,0,59.0,23.8,22,1640691366
545,0,58.9,23.8,22,1640691417
543,0,58.9,23.8,22,1640691468
542,0,58.8,23.8,22,1640691519
548,0,58.8,23.8,23,1640691570
543,0,58.8,23.8,22,1640691621
550,0,58.7,23.8,23,1640691672
547,0,58.7,23.9,23,1640691723
550,0,58.6,23.9,22,1640691774
544,0,58.6,23.9,22,1640691826
541,0,58.6,23.9,22,1640691876
548,0,58.6,23.9,21,1640691927
549,0,58.6,23.9,23,1640691978
540,0,58.6,23.9,22,1640692030
541,0,58.5,23.9,21,1640692081
544,0,58.5,23.9,22,1640692132
546,0,58.5,23.9,22,1640692183
545,0,58.5,23.9,22,1640692234
543,0,58.5,23.9,22,1640692285
541,0,58.4,23.9,22,1640692335
543,0,58.4,23.9,22,1640692386
543,0,58.4,23.9,22,1640692438
535,0,58.4,23.9,22,1640692488
540,0,58.4,24.0,23,1640692539
532,0,58.4,24.0,22,1640692590
542,0,58.4,24.0,22,1640692641
537,0,58.4,24.0,22,1640692692
542,0,58.4,24.0,22,1640692743
537,0,58.3,24.0,23,1640692794
543,0,58.3,24.0,22,1640692845
545,0,58.4,24.0,21,1640692896
548,0,58.4,24.0,21,1640692947
550,0,58.6,23.9,21,1640692998
555,0,58.7,23.9,21,1640693049
552,0,59.1,24.0,20,1640693100
562,0,59.1,24.0,20,1640693151
562,0,59.2,24.0,21,1640693202
569,0,59.6,24.0,21,1640693253
576,0,59.7,24.0,21,1640693304
579,0,59.7,23.9,20,1640693355
572,0,59.7,23.9,21,1640693406
569,0,59.6,24.0,21,1640693457
569,0,59.6,24.0,20,1640693508
597,0,60.0,24.0,21,1640693559
584,0,59.8,24.0,21,1640693611
578,0,59.8,24.0,20,1640693661
580,0,59.8,24.0,21,1640693712
586,0,59.7,24.0,21,1640693763
576,0,59.7,24.0,20,1640693814
572,0,59.5,24.0,21,1640693865
570,0,59.5,24.0,20,1640693916
579,0,59.6,24.0,20,1640693968
571,0,59.5,24.0,21,1640694019
567,0,59.4,24.0,21,1640694070
566,0,59.3,24.0,22,1640694121
566,0,59.4,24.0,21,1640694172
566,0,59.4,24.0,21,1640694223
565,0,59.3,24.0,21,1640694274
571,0,59.3,24.0,21,1640694325
567,0,59.2,24.0,22,1640694376
567,0,59.2,24.0,21,1640694427
565,0,59.2,24.0,21,1640694477
570,0,59.2,24.0,21,1640694528
572,0,59.3,24.0,21,1640694579
568,0,59.3,24.0,20,1640694630
570,0,59.4,24.0,21,1640694681
570,0,59.4,24.0,21,1640694733
564,0,59.3,24.0,21,1640694784
561,0,59.3,24.0,21,1640694886
558,0,59.3,24.0,21,1640694936
570,0,59.4,24.0,21,1640694987
572,0,59.3,24.0,20,1640695038
574,0,59.3,24.0,22,1640695091
574,0,59.3,24.0,21,1640695142
575,0,59.3,24.0,20,1640695193
571,0,59.3,24.0,20,1640695244
572,0,59.3,24.0,22,1640695295
569,0,59.3,24.1,21,1640695346
572,0,59.3,24.1,21,1640695396
568,0,59.3,24.0,21,1640695447
560,0,59.2,24.0,22,1640695498
571,0,59.2,24.0,21,1640695549
572,0,59.2,24.1,21,1640695600
572,0,59.1,24.0,21,1640695702
565,0,59.1,24.0,21,1640695752
580,0,59.1,24.0,21,1640695803
574,0,59.1,24.0,21,1640695854
576,0,59.0,24.0,21,1640695905
565,0,59.0,24.0,21,1640695956
566,0,59.0,24.0,21,1640696007
570,0,59.0,24.0,21,1640696058
566,0,59.1,24.0,21,1640696109
561,0,59.1,24.0,21,1640696159
561,0,59.2,24.0,21,1640696211
556,0,59.2,24.0,22,1640696267
560,0,59.2,24.0,21,1640696318
564,0,59.2,24.0,20,1640696369
558,0,59.1,24.0,21,1640696420
554,0,59.1,24.0,21,1640696522
558,0,59.1,24.0,21,1640696573
556,0,59.1,24.1,21,1640696624
557,0,59.1,24.1,21,1640696675
561,0,59.1,24.0,21,1640696734
552,0,59.0,24.0,22,1640696785
549,0,59.1,24.0,21,1640696836
551,0,59.0,24.1,21,1640696887
554,0,59.0,24.0,21,1640696938
546,0,59.1,24.0,21,1640696989
549,0,59.0,24.0,21,1640697091
540,0,59.1,24.0,21,1640697192
542,0,59.1,24.0,21,1640697296
537,0,59.1,24.0,21,1640697347
536,0,59.1,24.0,21,1640697398
541,0,59.1,24.0,21,1640697500
536,0,59.0,24.0,21,1640697551
544,0,59.0,24.0,21,1640697602
536,0,59.1,24.0,21,1640697654
537,0,59.1,24.0,21,1640697705
538,0,59.1,24.0,20,1640697756
540,0,59.2,24.0,20,1640697807
536,0,59.0,24.0,21,1640697960
527,0,59.0,24.0,21,1640698013
526,0,58.9,24.0,22,1640698064
528,0,58.9,24.0,22,1640698115
523,0,58.9,24.0,22,1640698166
524,0,58.8,24.0,22,1640698271
516,0,58.8,24.0,21,1640698372
516,0,58.8,24.0,21,1640698423
512,0,58.9,24.0,21,1640698477
522,0,58.8,24.0,21,1640698528
517,0,58.8,24.0,21,1640698578
524,0,58.8,24.0,22,1640698629
521,0,58.8,24.0,21,1640698680
517,0,58.8,24.0,21,1640698731
512,0,58.8,24.0,22,1640698782
519,0,58.7,24.0,22,1640698833
520,0,58.7,24.0,21,1640698886
514,0,58.8,24.0,21,1640698937
515,0,58.8,24.0,21,1640698987
513,0,58.8,24.0,21,1640699038
511,0,58.7,24.0,21,1640699140
513,0,58.7,24.0,21,1640699191
512,0,58.7,24.0,21,1640699242
517,0,58.7,24.0,22,1640699293
510,0,58.7,24.0,22,1640699344
521,0,58.7,24.0,21,1640699446
522,0,58.7,24.0,21,1640699497
529,0,58.7,24.0,21,1640699603
524,0,58.7,24.0,22,1640699664
516,0,58.7,24.0,21,1640699715
512,0,58.7,24.0,21,1640699765
522,0,58.7,24.0,21,1640699824
517,0,58.7,24.0,21,1640699874
513,0,58.7,24.0,21,1640699925
519,0,58.6,24.0,21,1640699979
511,0,58.7,24.0,21,1640700030
515,0,58.6,24.0,22,1640700080
513,0,58.6,24.0,21,1640700131
510,0,58.5,24.0,22,1640700182
502,0,58.5,24.0,22,1640700233
506,0,58.5,24.0,22,1640700287
510,0,58.5,24.0,22,1640700338
514,0,58.5,24.0,21,1640700388
515,0,58.5,24.0,21,1640700439
510,0,58.5,24.0,22,1640700490
511,0,58.5,24.0,22,1640700541
517,0,58.5,24.0,22,1640700613
509,0,58.5,24.0,22,1640700664
505,0,58.5,24.0,22,1640700715
503,0,58.5,24.0,21,1640700766
498,0,58.5,24.0,22,1640700817
496,0,58.5,24.0,23,1640700868
495,0,58.5,24.0,22,1640700970
493,0,58.5,24.0,21,1640701020
504,0,58.5,24.0,22,1640701074
505,0,58.5,24.0,21,1640701125
496,0,58.4,24.0,22,1640701176
498,0,58.4,24.0,22,1640701227
498,0,58.4,24.0,22,1640701278
494,0,58.4,24.0,22,1640701330
495,0,58.4,24.0,22,1640701380
492,0,58.4,24.0,22,1640701431
493,0,58.4,24.0,22,1640701482
490,0,58.4,24.0,22,1640701533
484,0,58.4,24.0,21,1640701584
485,0,58.4,24.0,22,1640701635
490,0,58.4,24.0,22,1640701686
493,0,58.4,24.0,22,1640701737
489,0,58.4,24.0,22,1640701788
493,0,58.4,24.0,22,1640701890
483,0,58.4,24.0,21,1640701941
489,0,58.4,24.0,21,1640701992
483,0,58.4,24.0,21,1640702043
489,0,58.4,24.0,21,1640702094
491,0,58.4,24.0,21,1640702145
489,0,58.4,24.0,21,1640702196
487,0,58.4,24.0,21,1640702246
482,0,58.4,24.0,21,1640702297
483,0,58.4,24.0,22,1640702349
486,0,58.4,24.0,21,1640702400
490,0,58.4,24.0,21,1640702451
490,0,58.4,24.0,22,1640702507
487,0,58.4,24.0,22,1640702558
492,0,58.5,24.0,22,1640702609
494,0,58.4,24.0,22,1640702660
492,0,58.4,24.0,22,1640702711
486,0,58.5,24.0,22,1640702762
496,0,58.5,24.0,22,1640702813
491,0,58.4,24.0,21,1640702864
482,0,58.5,23.9,21,1640702915
484,0,58.5,24.0,21,1640702965
492,0,58.5,24.0,21,1640703016
483,0,58.5,24.0,21,1640703067
488,0,58.5,24.0,22,1640703118
488,0,58.4,24.0,21,1640703171
489,0,58.4,24.0,21,1640703222
495,0,58.4,24.0,21,1640703324
491,0,58.4,24.0,22,1640703376
487,0,58.4,24.0,21,1640703427
485,0,58.5,24.0,21,1640703478
477,0,58.5,24.0,21,1640703531
488,0,58.5,24.0,21,1640703581
488,0,58.5,24.0,21,1640703632
485,0,58.5,24.0,21,1640703683
483,0,58.5,24.0,21,1640703734
484,0,58.5,24.0,21,1640703785
497,0,58.5,24.0,21,1640703836
507,0,58.8,23.9,21,1640703938
493,0,58.9,23.9,21,1640703989
495,0,59.0,23.9,21,1640704040
506,0,59.0,23.9,21,1640704091
515,0,59.1,23.9,21,1640704142
500,0,59.1,23.9,22,1640704193
498,0,59.2,23.9,21,1640704244
496,0,59.2,23.8,21,1640704295
501,0,59.3,23.8,21,1640704346
500,0,59.3,23.8,21,1640704397
496,0,59.4,23.8,21,1640704448
504,0,59.4,23.8,22,1640704499
499,0,59.4,23.8,20,1640704550
523,0,59.6,23.7,21,1640704656
514,0,59.6,23.7,21,1640704707
511,0,59.6,23.7,21,1640704761
516,0,59.5,23.8,20,1640704865
524,0,59.5,23.8,21,1640704916
526,0,59.5,23.8,21,1640704967
528,0,59.5,23.8,21,1640705018
522,0,59.5,23.8,21,1640705071
528,0,59.4,23.8,22,1640705122
526,0,59.4,23.8,20,1640705173
518,0,59.4,23.8,21,1640705224
529,0,59.4,23.8,20,1640705275
525,0,59.4,23.9,21,1640705377
518,0,59.3,23.9,22,1640705428
514,0,59.3,23.9,22,1640705481
519,0,59.2,23.9,22,1640705532
510,0,59.3,23.9,22,1640705587
518,0,59.3,23.9,21,1640705638
502,0,59.3,23.9,21,1640705689
506,0,59.3,23.9,21,1640705740
502,0,59.4,23.9,20,1640705791
507,0,59.4,23.9,20,1640705892
508,0,59.4,23.9,20,1640705943
